F# 7sus	0,4,4,4,2,0
F# 7sus	0,4,4,4,2,2
F 7sus	1,1,1,3,1,1
F 7sus	1,3,1,3,1,1
F 7sus	1,3,1,3,4,1
F 7sus	1,3,3,3,4,1
F# 7sus	2,2,2,4,2,0
F# 7sus	2,2,2,4,2,2
F# 7sus	2,2,4,4,2,0
F# 7sus	2,4,2,4,0,0
F# 7sus	2,4,2,4,0,2
F# 7sus	2,4,2,4,2,0
F# 7sus	2,4,2,4,2,2
F# 7sus	2,4,4,4,0,0
F# 7sus	2,4,4,4,2,0
F 9	1,0,3,0,1,1
F 9	1,0,3,0,1,3
F 9	1,0,3,2,1,3
F 9	1,3,3,2,1,3
F# 9	2,1,4,1,2,2
F# 9	2,1,4,1,2,4
F# 9	2,1,4,3,2,4
F# 9	2,4,4,3,2,4
F 9	3,0,3,0,1,1
F 9	3,0,3,0,1,3
F 9	3,0,3,2,1,1
F 9	3,0,3,2,1,3
F 9	3,3,3,2,1,1
F 9	3,3,3,2,1,3
F# 9	4,1,4,1,2,2
F# 9	4,1,4,1,2,4
F# 9	4,1,4,3,2,2
F# 9	4,1,4,3,2,4
F# 9	4,4,4,3,2,2
F# 9	4,4,4,3,2,4
F dim	1,2,3,1,0,1
F dim	1,2,3,1,0,4
F dim	1,2,3,4,0,4
F# dim	2,0,4,2,1,2
F# dim	2,3,4,2,1,2
F dim	4,2,3,1,0,1
F dim	4,2,3,1,0,4
F dim	4,2,3,4,0,1
F dim	4,2,3,4,0,4
F m	1,3,3,1,1,1
F m	1,3,3,1,1,4
F# m	2,0,4,2,2,2
F# m	2,4,4,2,2,2
F m	4,3,3,1,1,1
F m	4,3,3,1,1,4
F# m7	0,0,2,2,2,2
F# m7	0,0,4,2,2,0
F# m7	0,0,4,2,2,2
F# m7	0,4,2,2,2,2
F# m7	0,4,4,2,2,0
F# m7	0,4,4,2,2,2
F m7	1,3,1,1,1,1
F m7	1,3,1,1,1,4
F m7	1,3,1,1,4,1
F m7	1,3,1,1,4,4
F m7	1,3,3,1,4,1
F m7	1,3,3,1,4,4
F# m7	2,0,2,2,2,0
F# m7	2,0,2,2,2,2
F# m7	2,0,4,2,2,0
F# m7	2,4,2,2,2,0
F# m7	2,4,2,2,2,2
F# m7	2,4,4,2,2,0
F m7	4,3,1,1,1,1
F m7	4,3,1,1,4,1
F m7	4,3,3,1,4,1
F m7	4,3,3,1,4,4
F# m7b5	0,0,2,2,1,2
F# m7b5	0,0,4,2,1,0
F# m7b5	0,0,4,2,1,2
F# m7b5	0,3,2,2,1,2
F# m7b5	0,3,4,2,1,0
F# m7b5	0,3,4,2,1,2
F m7b5	1,2,1,1,0,1
F m7b5	1,2,1,1,0,4
F m7b5	1,2,1,1,4,1
F m7b5	1,2,1,1,4,4
F m7b5	1,2,1,4,0,4
F m7b5	1,2,1,4,4,4
F m7b5	1,2,3,1,4,1
F m7b5	1,2,3,1,4,4
F m7b5	1,2,3,4,4,4
F# m7b5	2,0,2,2,1,0
F# m7b5	2,0,2,2,1,2
F# m7b5	2,0,4,2,1,0
F# m7b5	2,3,2,2,1,0
F# m7b5	2,3,2,2,1,2
F# m7b5	2,3,4,2,1,0
F m7b5	4,2,1,1,0,1
F m7b5	4,2,1,1,4,1
F m7b5	4,2,1,4,0,1
F m7b5	4,2,1,4,4,1
F m7b5	4,2,3,1,4,1
F m7b5	4,2,3,1,4,4
F m7b5	4,2,3,4,4,1
F m7b5	4,2,3,4,4,4
F maj7	0,0,2,2,1,1
F maj7	0,0,3,2,1,0
F maj7	0,0,3,2,1,1
F maj7	0,3,2,2,1,1
F maj7	0,3,3,2,1,0
F maj7	0,3,3,2,1,1
F maj7	1,0,2,2,1,0
F maj7	1,0,2,2,1,1
F maj7	1,0,3,2,1,0
F# maj7	1,1,3,3,2,2
F# maj7	1,1,4,3,2,1
F# maj7	1,1,4,3,2,2
F maj7	1,3,2,2,1,0
F maj7	1,3,2,2,1,1
F maj7	1,3,3,2,1,0
F# maj7	1,4,3,3,2,2
F# maj7	1,4,4,3,2,1
F# maj7	1,4,4,3,2,2
F# maj7	2,1,3,3,2,1
F# maj7	2,1,3,3,2,2
F# maj7	2,1,4,3,2,1
F# maj7	2,4,3,3,2,1
F# maj7	2,4,3,3,2,2
F# maj7	2,4,4,3,2,1
F sus	1,1,3,3,1,1
F sus	1,3,3,3,1,1
F# sus	2,2,4,4,2,2
F# sus	2,4,4,4,0,2
F# sus	2,4,4,4,2,2
G	3,2,0,0,0,3
G	3,2,0,0,3,3
G	3,2,0,4,0,3
G	3,2,0,4,3,3
G#	4,3,1,1,1,4
G#	4,3,1,1,4,4
G 7	1,2,0,0,0,1
G 7	1,2,0,0,0,3
G 7	1,2,0,0,3,1
G 7	1,2,0,0,3,3
G 7	1,2,0,4,0,3
G 7	1,2,0,4,3,3
G 7	1,2,3,0,3,1
G 7	1,2,3,0,3,3
G 7	1,2,3,4,3,3
G# 7	2,3,1,1,1,2
G# 7	2,3,1,1,1,4
G# 7	2,3,1,1,4,2
G# 7	2,3,1,1,4,4
G# 7	2,3,4,1,4,2
G# 7	2,3,4,1,4,4
G 7	3,2,0,0,0,1
G 7	3,2,0,0,3,1
G 7	3,2,0,4,0,1
G 7	3,2,0,4,3,1
G 7	3,2,3,0,3,1
G 7	3,2,3,0,3,3
G 7	3,2,3,4,3,1
G 7	3,2,3,4,3,3
G# 7	4,3,1,1,1,2
G# 7	4,3,1,1,4,2
G# 7	4,3,4,1,4,2
G# 7	4,3,4,1,4,4
G 7sus	1,3,0,0,1,1
G 7sus	1,3,0,0,1,3
G 7sus	1,3,0,0,3,1
G 7sus	1,3,0,0,3,3
G 7sus	1,3,3,0,3,1
G 7sus	1,3,3,0,3,3
G# 7sus	2,4,1,1,2,2
